sample	H9_Batch1.055	H1_Exp2.142	TB_Batch2.123	EC_Batch1.017	H9_Batch2.107	H9_Batch2.156	H1_Exp2.140	H1_Exp3.236	TB_Batch2.110	HFF_Batch2.120	DEC_Batch2.130	NPC_Batch2.151	NPC_Batch2.107	H1_Exp1.011	H1_Exp2.087	H9_Batch1.046	DEC_Batch2.124	H1_Exp1.048	DEC_Batch2.136	DEC_Batch1.052	H9_Batch2.158	EC_Batch1.018	H9_Batch2.143	H9_Batch1.029	DEC_Batch1.026	H1_Exp1.064	H9_Batch2.131	H9_Batch2.150	H1_Exp2.139	EC_Batch1.071	EC_Batch1.040	H1_Exp3.281	NPC_Batch2.094	TB_Batch2.099	HFF_Batch2.075	HFF_Batch2.077	H1_Exp1.064	H1_Exp2.091	DEC_Batch2.087	H1_Exp1.017	HFF_Batch3.142	DEC_Batch1.040	DEC_Batch1.012	HFF_Batch1.039	NPC_Batch1.086	H9_Batch2.129	NPC_Batch1.024	HFF_Batch2.056	H1_Exp2.104	HFF_Batch1.038	H9_Batch2.108	EC_Batch1.037	NPC_Batch1.051	NPC_Batch1.030	H9_Batch1.073	EC_Batch1.020	H1_Exp2.108	H1_Exp2.091	DEC_Batch1.037	NPC_Batch2.145	EC_Batch2.112	HFF_Batch3.148	DEC_Batch1.026	HFF_Batch2.054	H1_Exp2.088	H9_Batch1.006	DEC_Batch1.024	H1_Exp1.019	EC_Batch1.020	DEC_Batch2.098	HFF_Batch1.016	H1_Exp2.085	H9_Batch2.131	DEC_Batch1.026	HFF_Batch1.043	DEC_Batch1.062	H1_Exp2.153	HFF_Batch2.101	NPC_Batch1.022	NPC_Batch1.027	DEC_Batch2.102	HFF_Batch3.150	NPC_Batch2.090	DEC_Batch2.106	H1_Exp1.052	HFF_Batch1.031	H1_Exp1.007	H1_Exp2.085	H9_Batch2.131	NPC_Batch1.082	NPC_Batch1.044	H9_Batch2.151	H1_Exp3.263	H9_Batch1.080	H9_Batch2.147	NPC_Batch1.009	DEC_Batch2.095	NPC_Batch1.082	HFF_Batch1.041	H1_Exp2.152
SLC38A11	-0.221	-0.221	-0.221	-0.221	-0.221	-0.221	-0.221	-0.221	-0.221	-0.221	-0.221	-0.221	-0.221	-0.221	-0.221	-0.221	-0.221	-0.221	-0.221	-0.221	-0.221	-0.221	-0.221	-0.221	-0.221	-0.221	-0.221	-0.221	-0.221	-0.221	-0.221	-0.221	-0.221	-0.221	-0.221	-0.221	-0.221	-0.221	-0.221	-0.221	-0.221	-0.221	-0.221	-0.221	-0.221	-0.221	-0.221	-0.221	-0.221	1.5411	-0.221	-0.221	-0.221	-0.221	-0.221	-0.221	-0.221	-0.221	-0.221	-0.221	-0.221	-0.221	-0.221	-0.221	-0.221	-0.221	-0.221	-0.221	-0.221	-0.221	5.3939	1.5411	-0.221	-0.221	-0.221	-0.221	-0.221	-0.221	-0.221	-0.221	-0.221	-0.221	-0.221	-0.221	-0.221	-0.221	-0.221	1.5411	-0.221	-0.221	-0.221	-0.221	-0.221	-0.221	-0.221	-0.221	-0.221	-0.221	-0.221	-0.221
EFNA1	-0.5195	-0.5195	1.2557	2.5127	-0.5195	-0.5195	-0.5195	-0.5195	2.1058	-0.5195	-0.5195	-0.5195	-0.5195	-0.5195	-0.5195	-0.5195	-0.5195	-0.5195	-0.5195	-0.5195	-0.5195	2.0696	-0.5195	-0.5195	-0.5195	1.6881	-0.5195	-0.5195	1.9448	2.1361	2.3656	0.8203	-0.5195	0.2541	-0.5195	-0.5195	1.6881	-0.5195	-0.5195	1.423	-0.5195	-0.5195	-0.5195	-0.5195	-0.5195	0.2541	-0.5195	-0.5195	-0.5195	-0.5195	-0.5195	0.5404	-0.5195	-0.5195	-0.5195	2.3626	-0.5195	-0.5195	-0.5195	-0.5195	2.2514	-0.5195	-0.5195	-0.5195	-0.5195	-0.5195	-0.5195	-0.5195	2.3626	-0.5195	-0.5195	-0.5195	-0.5195	-0.5195	-0.5195	-0.5195	-0.5195	-0.5195	-0.5195	-0.5195	-0.5195	-0.5195	-0.5195	-0.5195	-0.5195	-0.5195	-0.5195	-0.5195	-0.5195	-0.5195	-0.5195	-0.5195	-0.5195	0.2541	-0.5195	-0.5195	-0.5195	-0.5195	-0.5195	-0.5195
L1TD1	0.9949	1.1444	0.8817	-3.3774	1.1907	0.904	0.9267	0.9364	0.4296	-1.7036	0.6362	0.6327	-0.2758	0.9903	1.0728	1.0242	0.8613	1.1503	0.8553	0.6337	0.9351	-1.4373	0.9651	0.9755	0.2846	0.8802	1.0391	1.0058	0.9265	-0.6758	-0.8513	1.107	-1.5083	0.7085	-1.156	-1.2213	0.8802	1.0453	0.6196	0.766	-1.5098	0.7568	0.6745	-0.8633	-1.4934	1.0055	-0.092	-1.0493	1.004	-0.8339	1.0696	-0.8071	-1.5111	0.0623	0.8842	-0.6949	0.6632	1.0453	0.7779	-1.5927	-0.0643	-1.0647	0.2846	-1.2631	0.8328	0.8422	0.3688	0.8447	-0.6949	0.1465	-0.9661	0.9077	1.0391	0.2846	-1.0707	0.3878	0.2557	-0.9158	-1.5098	-0.9198	0.4498	-1.5325	-1.9167	0.773	0.8455	-0.9732	0.6858	0.9077	1.0391	-0.3086	-1.3673	1.0936	1.1268	0.7758	1.0063	-1.9105	0.2313	-0.3086	-1.098	0.6756
PTPRZ1	1.0859	0.9297	-1.4946	-1.4946	0.956	0.9006	0.8677	0.8354	-1.4946	-1.4946	-0.4377	0.7757	0.7139	0.8315	0.7848	1.0206	-0.3036	0.9609	-1.4946	-1.4946	1.0128	-0.9694	0.8195	0.9908	-1.4946	0.8032	1.0036	0.9775	1.0119	-0.8055	-1.4946	0.817	0.5452	-1.4946	-0.5874	-1.4946	0.8032	0.9797	-0.2984	0.7607	-0.8055	-1.4946	-1.4946	-0.0364	0.7522	0.868	0.4709	0.0167	0.9271	-0.6933	1.0001	0.115	0.8248	0.9239	0.8221	-1.4946	0.7284	0.9797	-0.8055	0.6719	0.1221	-0.5306	-1.4946	0.0196	0.8563	0.9248	-0.2252	0.782	-1.4946	-1.4946	-0.8055	0.7656	1.0036	-1.4946	-0.1442	-1.4946	0.6734	-0.8055	0.7901	0.8874	-0.1462	-1.4946	0.696	-0.8019	0.6608	-1.4946	0.6618	0.7656	1.0036	0.8043	0.8113	0.8448	0.8954	0.941	0.9847	0.6829	-0.7244	0.8043	-1.4946	0.7619
CD14	-0.1705	-0.1705	-0.1705	-0.1705	-0.1705	-0.1705	-0.1705	-0.1705	-0.1705	-0.1705	-0.1705	-0.1705	-0.1705	-0.1705	-0.1705	-0.1705	-0.1705	-0.1705	-0.1705	-0.1705	-0.1705	-0.1705	-0.1705	-0.1705	-0.1705	-0.1705	-0.1705	-0.1705	-0.1705	-0.1705	-0.1705	-0.1705	-0.1705	-0.1705	-0.1705	-0.1705	-0.1705	-0.1705	-0.1705	-0.1705	-0.1705	-0.1705	-0.1705	-0.1705	-0.1705	-0.1705	-0.1705	-0.1705	-0.1705	-0.1705	-0.1705	-0.1705	-0.1705	-0.1705	-0.1705	-0.1705	-0.1705	-0.1705	-0.1705	-0.1705	-0.1705	6.4451	-0.1705	-0.1705	-0.1705	-0.1705	-0.1705	-0.1705	-0.1705	-0.1705	6.373	-0.1705	-0.1705	-0.1705	-0.1705	-0.1705	-0.1705	-0.1705	-0.1705	-0.1705	-0.1705	-0.1705	-0.1705	-0.1705	-0.1705	-0.1705	-0.1705	-0.1705	-0.1705	-0.1705	1.8734	-0.1705	-0.1705	-0.1705	-0.1705	-0.1705	-0.1705	-0.1705	-0.1705	-0.1705
COL3A1	-0.6567	-0.6567	1.5134	-0.6567	-0.6567	-0.6567	-0.6567	-0.6567	1.4982	1.6166	-0.6567	-0.6567	-0.6567	-0.6567	-0.6567	-0.6567	-0.6567	-0.6567	-0.6567	0.7125	-0.6567	-0.6567	-0.6567	-0.6567	0.371	-0.6567	-0.6567	-0.6567	-0.6567	-0.6567	-0.6567	-0.6567	0.2317	1.653	1.8328	1.8246	-0.6567	-0.6567	-0.6567	-0.6567	1.7316	1.4255	0.7125	1.6635	-0.6567	-0.6567	-0.6567	1.6888	-0.6567	1.7998	-0.6567	-0.6567	-0.6567	-0.6567	-0.6567	0.371	-0.6567	-0.6567	-0.6567	-0.6567	-0.6567	1.7328	0.371	1.7867	-0.6567	-0.6567	-0.6567	-0.6567	0.371	-0.6567	1.6822	-0.6567	-0.6567	0.371	1.6959	0.791	-0.6567	1.8055	-0.6567	-0.6567	0.5939	1.6857	-0.0083	-0.6567	-0.6567	1.5675	-0.6567	-0.6567	-0.6567	-0.6567	-0.6567	-0.6567	-0.6567	-0.6567	-0.6567	-0.6567	0.7677	-0.6567	1.7508	-0.6567
DKK4	-0.2806	-0.2806	-0.2806	-0.2806	-0.2806	-0.2806	-0.2806	-0.2806	-0.2806	-0.2806	3.8282	-0.2806	-0.2806	-0.2806	-0.2806	-0.2806	-0.2806	-0.2806	4.0643	3.9958	-0.2806	-0.2806	-0.2806	-0.2806	-0.2806	-0.2806	-0.2806	-0.2806	-0.2806	-0.2806	-0.2806	-0.2806	-0.2806	-0.2806	-0.2806	-0.2806	-0.2806	-0.2806	-0.2806	-0.2806	-0.2806	-0.2806	3.7281	-0.2806	-0.2806	-0.2806	-0.2806	-0.2806	-0.2806	-0.2806	-0.2806	-0.2806	-0.2806	2.7196	-0.2806	-0.2806	-0.2806	-0.2806	-0.2806	-0.2806	-0.2806	-0.2806	-0.2806	-0.2806	-0.2806	-0.2806	-0.2806	-0.2806	-0.2806	-0.2806	-0.2806	-0.2806	-0.2806	-0.2806	-0.2806	4.8181	-0.2806	-0.2806	-0.2806	-0.2806	3.8592	-0.2806	-0.2806	2.1589	-0.2806	-0.2806	-0.2806	-0.2806	-0.2806	-0.2806	-0.2806	-0.2806	-0.2806	-0.2806	-0.2806	-0.2806	2.3967	-0.2806	-0.2806	-0.2806
TOP2A	0.7071	0.63	-0.1625	-0.3705	0.5568	0.5636	0.694	0.5184	0.5693	-2.1302	0.147	0.2689	0.6895	0.5447	0.7371	0.6656	0.39	0.9022	0.5905	0.535	0.0999	-2.1302	0.7629	0.7983	-0.8811	0.6926	0.5054	0.8088	0.6055	-0.3216	-1.3421	0.6162	0.5466	0.2651	-2.1302	-0.8811	0.6926	0.5941	-1.3421	0.291	-2.1302	0.5395	0.5402	-2.1302	0.7419	0.627	0.9244	-2.1302	0.6019	0.7577	0.6321	-2.1302	0.8035	0.7262	0.6114	0.8872	0.5333	0.5941	-0.3216	0.6802	-0.8811	-2.1302	-0.8811	-2.1302	0.6364	0.5786	-0.7651	0.4349	0.8872	-0.7376	0.3113	0.5644	0.5054	-0.8811	-2.1302	0.6728	0.1159	-2.1302	0.924	0.603	-1.3421	-2.1302	0.6699	-0.2143	0.7522	-2.1302	0.492	0.5644	0.5054	0.6785	0.5892	0.6381	0.6856	0.4776	0.6774	0.3213	0.5221	0.6785	-2.1302	0.3884
HP	-0.1938	-0.1938	-0.1938	-0.1938	-0.1938	-0.1938	-0.1938	-0.1938	-0.1938	-0.1938	-0.1938	-0.1938	-0.1938	-0.1938	-0.1938	-0.1938	-0.1938	-0.1938	-0.1938	-0.1938	-0.1938	-0.1938	-0.1938	-0.1938	1.7043	-0.1938	-0.1938	4.4203	-0.1938	-0.1938	-0.1938	-0.1938	-0.1938	-0.1938	-0.1938	-0.1938	-0.1938	-0.1938	6.2473	-0.1938	-0.1938	-0.1938	-0.1938	-0.1938	-0.1938	-0.1938	-0.1938	-0.1938	-0.1938	-0.1938	-0.1938	-0.1938	-0.1938	-0.1938	-0.1938	-0.1938	-0.1938	-0.1938	-0.1938	-0.1938	-0.1938	-0.1938	1.7043	-0.1938	-0.1938	-0.1938	6.416	-0.1938	-0.1938	-0.1938	-0.1938	-0.1938	-0.1938	1.7043	-0.1938	-0.1938	-0.1938	-0.1938	-0.1938	-0.1938	-0.1938	-0.1938	-0.1938	-0.1938	-0.1938	-0.1938	-0.1938	-0.1938	-0.1938	-0.1938	-0.1938	-0.1938	-0.1938	-0.1938	-0.1938	-0.1938	-0.1938	-0.1938	-0.1938	-0.1938
PSG5	-0.4409	-0.4409	-0.4409	-0.4409	-0.4409	0.3347	-0.4409	-0.4409	-0.4409	2.3954	-0.4409	-0.4409	-0.4409	-0.4409	-0.4409	-0.4409	-0.4409	-0.4409	-0.4409	-0.4409	-0.4409	-0.4409	-0.4409	-0.4409	-0.4409	-0.4409	-0.4409	-0.4409	-0.4409	-0.4409	-0.4409	-0.4409	0.6447	-0.4409	2.1163	2.4631	-0.4409	-0.4409	-0.4409	-0.4409	2.2485	-0.4409	-0.4409	2.3744	-0.4409	-0.4409	-0.4409	1.2134	-0.4409	1.5182	-0.4409	-0.4409	-0.4409	-0.4409	-0.4409	-0.1961	-0.4409	-0.4409	-0.4409	-0.4409	-0.4409	2.2662	-0.4409	2.2251	-0.4409	-0.4409	-0.4409	-0.4409	-0.1961	-0.4409	2.4591	-0.4409	-0.4409	-0.4409	2.4018	-0.4409	-0.4409	2.461	-0.4409	-0.4409	-0.4409	0.3515	-0.4409	-0.4409	-0.4409	2.6198	-0.4409	-0.4409	-0.4409	-0.4409	-0.4409	-0.4409	-0.4409	-0.4409	-0.4409	-0.4409	-0.4409	-0.4409	2.563	-0.4409
SLN	-0.2321	-0.2321	5.0932	-0.2321	-0.2321	-0.2321	-0.2321	-0.2321	1.3357	-0.2321	-0.2321	-0.2321	-0.2321	-0.2321	-0.2321	-0.2321	-0.2321	-0.2321	-0.2321	-0.2321	-0.2321	-0.2321	-0.2321	-0.2321	-0.2321	-0.2321	-0.2321	-0.2321	-0.2321	-0.2321	-0.2321	-0.2321	-0.2321	-0.2321	-0.2321	-0.2321	-0.2321	-0.2321	-0.2321	-0.2321	-0.2321	-0.2321	-0.2321	-0.2321	-0.2321	-0.2321	-0.2321	-0.2321	-0.2321	-0.2321	-0.2321	-0.2321	-0.2321	-0.2321	-0.2321	-0.2321	-0.2321	-0.2321	-0.2321	-0.2321	-0.2321	-0.2321	-0.2321	-0.2321	-0.2321	-0.2321	-0.2321	-0.2321	-0.2321	-0.2321	-0.2321	-0.2321	-0.2321	-0.2321	-0.2321	-0.2321	-0.2321	-0.2321	-0.2321	-0.2321	-0.2321	-0.2321	-0.2321	-0.2321	-0.2321	-0.2321	-0.2321	-0.2321	-0.2321	-0.2321	-0.2321	-0.2321	-0.2321	-0.2321	-0.2321	-0.2321	-0.2321	-0.2321	-0.2321	-0.2321
LRRC70	-0.3501	-0.3501	-0.3501	3.6465	-0.3501	-0.3501	-0.3501	-0.3501	-0.3501	-0.3501	-0.3501	-0.3501	-0.3501	-0.3501	-0.3501	-0.3501	-0.3501	-0.3501	-0.3501	-0.3501	-0.3501	2.8612	-0.3501	-0.3501	-0.3501	-0.3501	-0.3501	-0.3501	-0.3501	3.5673	1.8798	-0.3501	-0.3501	-0.3501	-0.3501	-0.3501	-0.3501	-0.3501	-0.3501	1.7378	-0.3501	-0.3501	-0.3501	-0.3501	-0.3501	-0.3501	-0.3501	-0.3501	-0.3501	-0.3501	-0.3501	-0.3501	-0.3501	-0.3501	-0.3501	2.6324	-0.3501	-0.3501	-0.3501	-0.3501	3.3944	-0.3501	-0.3501	-0.3501	-0.3501	-0.3501	-0.3501	-0.3501	2.6324	-0.3501	-0.3501	-0.3501	-0.3501	-0.3501	-0.3501	-0.3501	-0.3501	-0.3501	-0.3501	-0.3501	-0.3501	-0.3501	-0.3501	-0.3501	-0.3501	-0.3501	-0.3501	-0.3501	-0.3501	-0.3501	-0.3501	-0.3501	-0.3501	-0.3501	-0.3501	-0.3501	-0.3501	-0.3501	-0.3501	-0.3501
BIRC5	0.5548	0.6195	-2.8194	-0.9849	0.5492	0.5956	0.5228	0.4399	0.7039	-2.8194	0.3769	0.3248	0.5237	0.4385	0.5051	0.5805	-0.1825	0.4987	0.5975	-0.4311	0.5801	-1.4321	0.5378	0.5452	0.1737	0.5583	0.6304	0.6055	0.4251	-1.5112	-1.3119	0.6164	0.4476	0.6564	-2.8194	-0.6368	0.5583	0.4879	0.3559	0.3398	0.3051	0.2908	0.4929	-1.8683	0.6519	0.582	0.7671	-2.8194	0.5736	0.9264	0.5366	-1.0151	-0.6958	0.5953	0.552	0.9354	0.3739	0.4879	0.3576	0.4158	-2.8194	-0.358	0.1737	0.1592	0.5721	0.5388	0.5419	0.2259	0.9354	-1.3119	-2.8194	0.2803	0.6304	0.1737	0.6893	0.2988	0.1424	-1.7985	0.7741	0.2496	0.2244	-1.4386	0.5345	0.6696	0.554	0.7341	0.3751	0.2803	0.6304	0.5225	0.1839	0.6604	0.3695	0.438	0.6459	0.0742	-1.2405	0.5225	-1.1523	0.3541
PTTG1	0.6733	0.6279	0.0234	-1.7029	0.5188	0.4804	0.4774	0.4169	0.639	-0.1336	0.5575	0.5256	0.3287	0.2757	0.4215	0.5466	-1.7029	0.5497	0.3706	0.3648	0.2125	-1.7029	0.4228	0.6799	0.362	0.3817	0.5628	0.4541	0.5793	-1.7029	0.5454	0.5475	0.3026	0.5289	-1.7029	-0.0132	0.3817	0.4885	0.3578	0.1146	-2.6089	0.4734	0.564	-2.6089	0.5719	0.5029	0.6754	-1.1713	0.5406	0.7633	0.3479	-2.6089	0.2468	0.6073	0.4745	0.5585	0.3787	0.4885	0.4569	0.4687	0.1932	-2.6089	0.362	-2.6089	0.4795	0.5017	0.7578	0.1301	0.5585	-1.3675	-0.128	0.3459	0.5628	0.362	0.5009	0.6613	0.0471	-1.7029	0.7351	-0.6547	0.4874	-1.0397	0.4616	0.6244	0.4449	0.6248	0.2423	0.3459	0.5628	0.4146	0.1896	0.4906	0.5371	0.4484	0.5025	0.2533	0.4868	0.4146	-2.6089	0.3326
GABRP	-0.4315	-0.4315	2.9645	-0.4315	-0.4315	2.1154	-0.4315	-0.4315	2.8541	-0.4315	-0.4315	-0.4315	-0.4315	-0.4315	-0.4315	0.3927	-0.4315	-0.4315	-0.4315	-0.4315	-0.4315	-0.4315	0.6978	-0.4315	-0.4315	-0.4315	-0.4315	-0.4315	-0.4315	-0.4315	-0.4315	-0.4315	-0.4315	2.7655	-0.4315	-0.4315	-0.4315	-0.4315	-0.4315	0.3927	-0.4315	-0.4315	-0.4315	-0.4315	-0.4315	-0.4315	-0.4315	-0.4315	-0.4315	-0.4315	-0.4315	-0.4315	-0.4315	-0.4315	-0.4315	-0.4315	2.0587	-0.4315	-0.4315	-0.4315	-0.4315	-0.4315	-0.4315	-0.4315	-0.4315	2.1877	-0.4315	-0.4315	-0.4315	-0.4315	-0.4315	-0.4315	-0.4315	-0.4315	-0.4315	-0.4315	1.5565	-0.4315	-0.4315	-0.4315	-0.4315	-0.4315	-0.4315	-0.4315	-0.4315	-0.4315	-0.4315	-0.4315	-0.4315	-0.4315	-0.4315	0.3927	2.3466	2.1728	-0.4315	-0.4315	-0.4315	-0.4315	-0.4315	-0.4315
DNMT3B	0.8627	0.9201	0.446	0.6728	0.8364	0.6659	0.8558	0.7633	-1.8036	-1.0977	-0.5782	0.6739	0.235	0.7744	0.8415	0.8079	-0.1304	0.8022	0.583	0.6328	0.6177	-0.6847	0.8413	0.8195	-1.8036	0.7958	0.8003	0.7747	0.8288	0.7457	0.569	0.8989	0.3695	0.4598	-1.8036	-1.8036	0.7958	0.7951	0.472	0.6328	-1.8036	-0.6847	0.6416	-1.0977	0.4923	0.829	0.5424	-1.8036	0.865	-1.8036	0.7811	-1.8036	0.3973	0.4077	0.7455	-0.8363	0.7183	0.7951	-0.5809	-0.012	0.2539	-1.8036	-1.8036	-1.8036	0.8421	0.8177	-0.6847	0.67	-0.8363	-0.8363	-1.8036	0.7839	0.8003	-1.8036	-1.8036	-0.442	0.4796	-1.8036	0.4889	-0.3128	0.1574	-1.8036	0.6111	0.552	0.778	-1.8036	0.7223	0.7839	0.8003	0.3866	0.7149	0.7946	0.9116	0.8373	0.7901	0.2961	0.5529	0.3866	-1.8036	0.7352
CASP4	-0.439	-0.439	-0.439	0.7678	-0.439	-0.439	-0.439	-0.439	-0.439	2.5534	-0.439	-0.439	-0.439	-0.439	-0.439	-0.439	-0.439	-0.439	-0.439	-0.439	-0.439	2.2851	-0.439	-0.439	-0.439	-0.439	-0.439	-0.439	-0.439	-0.439	-0.439	-0.439	-0.439	-0.439	2.078	2.7126	-0.439	-0.439	-0.439	0.4418	-0.439	-0.439	-0.439	2.5777	-0.439	-0.439	-0.439	2.025	-0.439	2.704	-0.439	0.4418	-0.439	-0.439	-0.439	-0.439	1.0866	-0.439	-0.439	-0.439	-0.439	2.2986	-0.439	1.8649	-0.439	-0.439	-0.439	-0.439	-0.439	-0.439	2.6345	-0.439	-0.439	-0.439	2.6927	-0.439	-0.439	2.5939	-0.439	-0.439	-0.439	1.7964	-0.439	-0.439	-0.439	2.7705	-0.439	-0.439	-0.439	-0.439	-0.439	-0.439	-0.439	-0.439	-0.439	-0.439	-0.439	-0.439	2.6825	-0.439
ARRDC3	0.0114	-0.0083	-1.534	0.8181	0.6478	0.5915	0.0672	0.2152	0.7998	0.7161	-0.6098	0.5522	0.6199	-0.1212	0.372	0.4234	-0.8134	-1.3118	-1.9426	-0.7402	-0.9085	0.9066	-1.0542	0.4747	0.346	0.0992	0.4473	0.3294	-1.7	-1.3562	0.7063	0.2695	0.5388	0.7518	0.5567	0.5993	0.0992	0.4532	0.3794	-0.2716	0.6644	0.5773	-1.1636	0.6355	0.6015	0.4755	0.4736	0.6043	0.5826	0.8046	0.476	-1.9426	-1.9426	0.2811	0.4044	-1.9426	0.2527	0.4532	-3.4898	0.2811	-0.6692	0.5644	0.346	0.535	0.2446	-3.4898	-3.4898	0.1694	-1.9426	-0.8396	0.7229	0.135	0.4473	0.346	0.0555	0.3502	-0.1163	0.7415	-0.6329	0.497	-0.1554	0.514	0.45	0.5306	0.168	0.6669	-0.1857	0.135	0.4473	0.2089	0.2716	0.5998	-2.3606	0.1272	0.2664	0.2194	-0.1191	0.2089	0.7565	0.1194
PPA1	0.4349	0.6209	0.7659	-1.8637	0.4929	0.1755	0.2205	0.4636	0.3996	0.1177	0.4664	0.2233	0.1749	0.3292	0.4536	0.4519	-1.6881	0.3893	0.1409	-1.3681	-1.0157	-2.5623	0.4553	0.5098	0.2062	0.1243	0.4515	0.4408	0.5145	-2.5623	0.1065	0.6329	0.2563	0.5478	0.3539	-0.1574	0.1243	0.4516	0.4344	0.1986	0.6129	0.5355	-1.1329	0.6598	0.3113	0.3311	0.0258	0.5557	0.5436	-0.2102	0.4549	-3.7565	-1.6881	-0.5795	0.4686	-3.7565	0.2309	0.4516	0.2563	0.2177	-1.1329	0.2111	0.2062	0.481	0.3798	0.2274	-0.032	0.2548	-3.7565	-1.3681	0.5259	0.4014	0.4515	0.2062	0.3172	0.3813	-0.1135	0.3175	0.2032	0.3796	0.4392	0.3196	0.1276	0.341	-0.0008	0.566	0.1348	0.4014	0.4515	0.1965	0.3979	0.5298	0.3994	0.0785	0.3954	0.075	0.3026	0.1965	0.4123	0.2192
GUCY1A3	-0.3619	-0.3619	3.1016	-0.3619	-0.3619	-0.3619	-0.3619	-0.3619	3.2166	0.6667	-0.3619	-0.3619	-0.3619	-0.3619	-0.3619	-0.3619	-0.3619	-0.3619	-0.3619	-0.3619	-0.3619	-0.3619	-0.3619	-0.3619	-0.3619	-0.3619	-0.3619	-0.3619	-0.3619	-0.3619	-0.3619	-0.3619	-0.3619	3.0087	-0.3619	-0.3619	-0.3619	-0.3619	-0.3619	-0.3619	-0.3619	0.6667	2.7015	-0.3619	-0.3619	-0.3619	-0.3619	-0.3619	-0.3619	-0.3619	-0.3619	-0.3619	1.2683	-0.3619	-0.3619	-0.3619	-0.3619	-0.3619	-0.3619	-0.3619	-0.3619	-0.3619	-0.3619	-0.3619	-0.3619	-0.3619	-0.3619	-0.3619	-0.3619	-0.3619	-0.3619	-0.3619	-0.3619	-0.3619	-0.3619	-0.3619	-0.3619	-0.3619	-0.3619	-0.3619	1.0474	-0.3619	-0.3619	-0.3619	-0.3619	-0.3619	-0.3619	-0.3619	-0.3619	1.0474	-0.3619	-0.3619	-0.3619	-0.3619	-0.3619	-0.3619	-0.3619	1.0474	-0.3619	-0.3619
TM4SF1	-0.4646	-0.4646	-0.4646	0.9922	-0.4646	-0.4646	-0.4646	-0.4646	-0.4646	-0.4646	-0.4646	-0.4646	-0.4646	-0.4646	-0.4646	-0.4646	-0.4646	-0.4646	-0.4646	-0.4646	-0.4646	1.2284	-0.4646	-0.4646	-0.4646	-0.4646	-0.4646	-0.4646	-0.4646	2.1438	2.3374	-0.4646	-0.4646	-0.4646	-0.4646	0.7947	-0.4646	-0.4646	-0.4646	-0.4646	-0.4646	-0.4646	-0.4646	2.4664	-0.4646	-0.4646	-0.4646	-0.4646	-0.4646	2.6117	-0.4646	1.2284	-0.4646	-0.4646	-0.4646	2.9183	-0.4646	-0.4646	-0.4646	0.4545	-0.4646	-0.4646	-0.4646	0.4545	-0.4646	-0.4646	-0.4646	-0.4646	2.9183	-0.4646	-0.4646	-0.4646	-0.4646	-0.4646	2.6392	-0.4646	-0.4646	-0.4646	-0.4646	-0.4646	-0.4646	-0.4646	-0.4646	-0.4646	-0.4646	2.7913	-0.4646	-0.4646	-0.4646	-0.4646	-0.4646	0.7947	-0.4646	-0.4646	-0.4646	-0.4646	-0.4646	-0.4646	0.9922	-0.4646
MMP3	-0.4379	-0.4379	1.2821	-0.4379	-0.4379	-0.4379	-0.4379	-0.4379	-0.4379	1.9209	-0.4379	-0.4379	-0.4379	-0.4379	-0.4379	-0.4379	-0.4379	-0.4379	-0.4379	-0.4379	-0.4379	-0.4379	-0.4379	-0.4379	-0.4379	-0.4379	-0.4379	-0.4379	-0.4379	-0.4379	-0.4379	-0.4379	-0.4379	-0.4379	2.4361	2.4352	-0.4379	-0.4379	-0.4379	-0.4379	2.7154	-0.4379	-0.4379	2.1139	-0.4379	-0.4379	-0.4379	0.9251	-0.4379	2.7502	-0.4379	-0.4379	-0.4379	-0.4379	-0.4379	-0.4379	-0.4379	-0.4379	-0.4379	-0.4379	-0.4379	2.7042	-0.4379	2.639	-0.4379	-0.4379	-0.4379	-0.4379	-0.4379	-0.4379	2.9851	-0.4379	-0.4379	-0.4379	2.6536	-0.4379	-0.4379	1.8958	-0.4379	-0.4379	-0.4379	0.4221	-0.4379	-0.4379	-0.4379	2.7492	-0.4379	-0.4379	-0.4379	-0.4379	-0.4379	-0.4379	-0.4379	-0.4379	-0.4379	-0.4379	-0.4379	-0.4379	2.713	-0.4379
SUPT16H	0.7952	0.8229	-0.4097	-0.1878	0.6263	0.3795	0.674	0.5562	0.2794	0.1663	0.7247	-0.4448	0.3472	0.3906	0.636	0.7192	-0.215	0.2817	0.4794	0.3741	0.3454	-4.1292	0.5055	0.6978	-0.2709	0.1427	0.6881	0.624	0.8008	-2.6616	0.5558	0.7679	0.1562	-0.008	-0.4082	0.0993	0.1427	0.4982	0.0957	-0.0808	0.3695	0.0147	0.2376	-0.3578	0.5636	0.576	-0.0279	0.1818	0.6327	-1.0141	0.5036	-0.2379	-0.3509	0.2495	0.7448	-1.1108	0.1817	0.4982	0.117	0.3133	0.181	0.0939	-0.2709	-0.1074	0.4211	0.4271	0.6977	-0.2569	-1.1108	-0.2493	-0.3315	0.4596	0.6881	-0.2709	0.0854	0.4983	-0.5951	-0.2308	0.1174	0.3706	0.1594	-3.189	-0.1016	-0.1724	0.126	0.3288	0.0203	0.4596	0.6881	-0.3078	0.4463	0.4798	0.8278	0.4328	0.6971	-0.0718	0.0024	-0.3078	0.4232	0.0506
